chr10	101380900	101380901	2.98458571542928e-06
chr10	103467736	103467737	0.0317495263254147
chr10	104492441	104492442	0.608390429317942
chr10	110557178	110557179	0.0189786510199752
chr10	110803043	110803044	0.508715564308711
chr10	114280241	114280242	0.857262027006661
chr10	11719810	11719811	0.0317495263254147
chr10	11719898	11719899	0.0189786510199752
chr10	119450137	119450138	0.0004196676111481
chr10	119450310	119450311	0.0008604282105759
chr10	120586552	120586553	0.410360692892148
chr10	120586830	120586831	0.010947349453546
chr10	120645268	120645269	0.608390429317942
chr10	120645501	120645502	0.608390429317942
chr10	12253339	12253340	0.0796348953593159
chr10	122442148	122442149	0.006097732800868
chr10	122850510	122850511	0.051219810355898
chr10	123392095	123392096	1.18351095952227e-06
chr10	123392418	123392419	0.787494743139936
chr10	123573314	123573315	0.238712293877032
chr10	123573689	123573690	0.238712293877032
chr10	12785660	12785661	0.410360692892148
chr10	12785690	12785691	0.0317495263254147
chr10	126867670	126867671	0.119262663111701
chr10	126867840	126867841	0.119262663111701
chr10	131242115	131242116	0.703194782716079
chr10	131641361	131641362	0.051219810355898
chr10	131641741	131641742	0.010947349453546
chr10	13415099	13415100	0.0004196676111481
chr10	13945998	13945999	9.0903786488488e-05
chr10	13987741	13987742	0.010947349453546
chr10	14713319	14713320	0.051219810355898
chr10	17218290	17218291	0.0017082980966096
chr10	23053229	23053230	0.238712293877032
chr10	28411931	28411932	0.857262027006661
chr10	28593151	28593152	0.0004196676111481
chr10	28735200	28735201	0.0189786510199752
chr10	29026401	29026402	0.051219810355898
chr10	29026422	29026423	0.0796348953593159
chr10	29240208	29240209	0.171974242755742
chr10	29583019	29583020	0.238712293877032
chr10	30829166	30829167	0.006097732800868
chr10	33927509	33927510	0.0796348953593159
chr10	33927587	33927588	0.410360692892148
chr10	33927824	33927825	0.051219810355898
chr10	34288768	34288769	0.0189786510199752
chr10	34978438	34978439	9.0903786488488e-05
chr10	3899147	3899148	0.410360692892148
chr10	4174318	4174319	0.051219810355898
chr10	43110411	43110412	0.0317495263254147
chr10	4733710	4733711	0.051219810355898
chr10	48497592	48497593	0.703194782716079
chr10	49165786	49165787	0.972770075524967
chr10	49166125	49166126	0.0032820896246216
chr10	49166140	49166141	0.006097732800868
chr10	49173185	49173186	7.32030730029599e-06
chr10	49173875	49173876	0.0004196676111481
chr10	49173992	49173993	0.0032820896246216
chr10	49419359	49419360	0.238712293877032
chr10	49679453	49679454	0.0017082980966096
chr10	50407681	50407682	0.0317495263254147
chr10	6365497	6365498	0.051219810355898
chr10	6365774	6365775	0.171974242755742
chr10	63976844	63976845	0.0317495263254147
chr10	67306675	67306676	0.010947349453546
chr10	69650557	69650558	0.0317495263254147
chr10	70596049	70596050	0.0796348953593159
chr10	70742797	70742798	0.171974242755742
chr10	7264420	7264421	0.0032820896246216
chr10	71648786	71648787	0.051219810355898
chr10	76103296	76103297	9.0903786488488e-05
chr10	78960107	78960108	0.171974242755742
chr10	79117332	79117333	0.608390429317942
chr10	79158814	79158815	0.010947349453546
chr10	83013320	83013321	0.171974242755742
chr10	84179794	84179795	0.051219810355898
chr10	84179794	84179795	0.508715564308711
chr10	84341821	84341822	0.010947349453546
chr10	84588198	84588199	0.0189786510199752
chr10	86139196	86139197	0.410360692892148
chr10	93161307	93161308	0.410360692892148
chr10	94108362	94108363	0.318957605580944
chr10	95236213	95236214	0.0001983498297928
chr10	96448529	96448530	0.0317495263254147
chr10	97026018	97026019	0.171974242755742
chr10	97518421	97518422	9.0903786488488e-05
chr10	97518511	97518512	9.0903786488488e-05
chr11	101446583	101446584	0.051219810355898
chr11	101721469	101721470	0.0017082980966096
chr11	10511508	10511509	0.410360692892148
chr11	10511625	10511626	0.410360692892148
chr11	1073377	1073378	0.0317495263254147
chr11	1073711	1073712	0.410360692892148
chr11	110366573	110366574	0.787494743139936
chr11	11148260	11148261	0.0032820896246216
chr11	112795530	112795531	0.318957605580944
chr11	114285595	114285596	0.0001983498297928
chr11	119759708	119759709	0.051219810355898
chr11	11980039	11980040	7.32030730029599e-06
chr11	120548508	120548509	0.508715564308711
chr11	12138493	12138494	0.006097732800868
chr11	12138506	12138507	0.051219810355898
chr11	121896179	121896180	0.171974242755742
chr11	126412001	126412002	2.98458571542928e-06
chr11	128095875	128095876	0.0032820896246216
chr11	132114372	132114373	7.32030730029599e-06
chr11	132114435	132114436	0.0008604282105759
chr11	132114658	132114659	0.010947349453546
chr11	132140222	132140223	0.0796348953593159
chr11	13332816	13332817	0.119262663111701
chr11	134542844	134542845	0.0008604282105759
